"source_system","source_path","target_path","classification","confidence","reason","target_conflict","current_indexable","evidence_date"
"supabase-legacy-route","/intl/fr-FR/p244-kids-fleece-sleep-set","/intl/fr-FR/p245-kids-fleece-sleep-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p245-kids-onesie","/intl/fr-FR/p246-kids-onesie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p246-kids-sleep-robe","/intl/fr-FR/p247-kids-sleep-robe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p247-kids-thermal-sleep-set","/intl/fr-FR/p248-kids-thermal-sleep-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p248-hotel-bathrobe","/intl/fr-FR/p249-hotel-bathrobe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p249-spa-robe","/intl/fr-FR/p250-spa-robe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p250-waffle-robe","/intl/fr-FR/p251-waffle-robe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p251-luxury-guest-sleepwear-set","/intl/fr-FR/p252-luxury-guest-sleepwear-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p252-hospitality-slipper-set","/intl/fr-FR/p253-hospitality-slipper-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p253-hotel-pajama-set","/intl/fr-FR/p254-hotel-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/fr-FR/p254-resort-lounge-set","/intl/fr-FR/p255-resort-lounge-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p135-oversized-t-shirt","/intl/it-IT/p136-oversized-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p136-heavyweight-t-shirt","/intl/it-IT/p137-heavyweight-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p137-long-sleeve-t-shirt","/intl/it-IT/p138-long-sleeve-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p138-graphic-t-shirt","/intl/it-IT/p139-graphic-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p139-oversized-pullover-hoodie","/intl/it-IT/p140-oversized-pullover-hoodie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p140-premium-zip-hoodie","/intl/it-IT/p141-premium-zip-hoodie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p141-cropped-hoodie","/intl/it-IT/p142-cropped-hoodie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p142-heavyweight-sweatshirt","/intl/it-IT/p143-heavyweight-sweatshirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p143-crewneck-sweatshirt","/intl/it-IT/p144-crewneck-sweatshirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p144-premium-polo-shirt","/intl/it-IT/p145-streetwear-premium-polo-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p145-streetwear-shirt","/intl/it-IT/p146-streetwear-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p146-overshirt","/intl/it-IT/p147-overshirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p147-varsity-jacket","/intl/it-IT/p148-varsity-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p148-coach-jacket","/intl/it-IT/p149-coach-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p149-streetwear-bomber-jacket","/intl/it-IT/p150-streetwear-bomber-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p150-puffer-jacket","/intl/it-IT/p151-puffer-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p151-windbreaker-jacket","/intl/it-IT/p152-windbreaker-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p152-utility-jacket","/intl/it-IT/p153-utility-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p153-sherpa-jacket","/intl/it-IT/p154-sherpa-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p154-technical-shell-jacket","/intl/it-IT/p155-technical-shell-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p155-cargo-pants","/intl/it-IT/p156-cargo-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p156-parachute-pants","/intl/it-IT/p157-parachute-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p157-jogger-pants","/intl/it-IT/p158-jogger-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p158-sweatpants","/intl/it-IT/p159-sweatpants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p159-wide-leg-pants","/intl/it-IT/p160-wide-leg-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p160-cargo-shorts","/intl/it-IT/p161-cargo-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p161-sweat-shorts","/intl/it-IT/p162-sweat-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p162-tech-fleece-tracksuit","/intl/it-IT/p163-tech-fleece-tracksuit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p163-track-pants","/intl/it-IT/p164-track-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p164-utility-shorts","/intl/it-IT/p165-utility-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p165-oversized-hoodie-jogger-set","/intl/it-IT/p166-oversized-hoodie-jogger-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p166-zip-hoodie-jogger-set","/intl/it-IT/p167-zip-hoodie-jogger-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p167-sweatshirt-jogger-set","/intl/it-IT/p168-sweatshirt-jogger-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p168-streetwear-tracksuit","/intl/it-IT/p169-streetwear-tracksuit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p169-cargo-tracksuit","/intl/it-IT/p170-cargo-tracksuit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p170-techwear-set","/intl/it-IT/p171-techwear-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p171-summer-t-shirt-shorts-set","/intl/it-IT/p172-summer-t-shirt-shorts-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p172-womens-oversized-t-shirt","/intl/it-IT/p173-womens-oversized-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p173-womens-cropped-t-shirt","/intl/it-IT/p174-womens-cropped-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p174-womens-oversized-hoodie","/intl/it-IT/p175-womens-oversized-hoodie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p175-womens-cargo-pants","/intl/it-IT/p176-womens-cargo-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p176-womens-parachute-pants","/intl/it-IT/p177-womens-parachute-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p177-womens-cropped-hoodie","/intl/it-IT/p178-womens-cropped-hoodie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p178-womens-cargo-shorts","/intl/it-IT/p179-womens-cargo-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p179-womens-streetwear-tracksuit","/intl/it-IT/p180-womens-streetwear-tracksuit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p180-casual-button-up-shirt","/intl/it-IT/p181-casual-button-up-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p181-essential-crewneck-t-shirt","/intl/it-IT/p182-essential-crewneck-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p182-essential-v-neck-t-shirt","/intl/it-IT/p183-essential-v-neck-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p183-henley-short-sleeve-shirt","/intl/it-IT/p184-henley-short-sleeve-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p184-henley-long-sleeve-shirt","/intl/it-IT/p185-henley-long-sleeve-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p185-premium-polo-shirt","/intl/it-IT/p186-mens-premium-polo-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p186-cotton-chino-shorts","/intl/it-IT/p187-cotton-chino-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p187-casual-chino-pants","/intl/it-IT/p188-casual-chino-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p188-lounge-shorts","/intl/it-IT/p189-lounge-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p189-casual-jogger","/intl/it-IT/p190-casual-jogger","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p190-womens-relaxed-t-shirt","/intl/it-IT/p191-womens-relaxed-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p191-womens-long-sleeve-top","/intl/it-IT/p192-womens-long-sleeve-top","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p192-womens-casual-blouse","/intl/it-IT/p193-womens-casual-blouse","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p193-womens-polo-shirt","/intl/it-IT/p194-womens-polo-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p194-womens-lounge-pants","/intl/it-IT/p195-womens-lounge-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p195-womens-lounge-shorts","/intl/it-IT/p196-womens-lounge-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/it-IT/p196-womens-casual-jogger","/intl/it-IT/p197-womens-casual-jogger","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
